counter,start,storeDLT,storeKfrags,finish
0,1650937086927,1650937113986,1650937124411,1650937147978
1,1650937148409,1650937156481,1650937165269,1650937177254
2,1650937177705,1650937198869,1650937211570,1650937216754
3,1650937219282,1650937243523,1650937249761,1650937255198
4,1650937257356,1650937273934,1650937275280,1650937275875
5,1650937277534,1650937292784,1650937298301,1650937313584
6,1650937318278,1650937347987,1650937352986,1650937365882
7,1650937367452,1650937386778,1650937399564,1650937406629
8,1650937406933,1650937434173,1650937446069,1650937447906
9,1650937448289,1650937463581,1650937470231,1650937475446
